aX,aY,aZ,gX,gY,gZ
-1.211,1.023,-0.009,-27.283,55.237,39.612
-1.234,0.943,-0.013,-94.971,77.148,16.907
-1.297,0.704,-0.198,-128.906,79.590,14.160
-1.324,0.599,-0.306,-181.885,79.529,6.592
-1.390,0.509,-0.490,-187.744,84.656,5.859
-1.438,0.502,-0.567,-184.814,92.102,5.615
-1.509,0.504,-0.640,-162.842,109.558,2.502
-1.663,0.507,-0.766,-137.451,119.507,-4.211
-1.701,0.512,-0.814,-83.557,147.949,-28.809
-1.782,0.525,-0.908,-75.623,166.443,-38.147
-1.874,0.537,-0.946,-67.383,180.054,-36.621
-2.122,0.572,-0.964,-75.195,173.950,-35.461
-2.283,0.661,-0.973,-91.736,167.480,-35.095
-2.506,0.805,-0.990,-95.032,162.231,-51.758
-3.173,1.130,-1.013,-82.153,166.565,-79.956
-3.616,1.263,-1.063,-79.590,200.989,-160.339
-4.000,1.347,-1.475,-103.394,218.201,-214.416
-4.000,1.258,-1.849,-173.706,205.688,-393.127
-3.988,0.719,-2.875,-175.842,168.518,-523.315
-3.990,0.114,-3.393,-143.494,110.107,-669.434
-3.998,-0.765,-3.810,32.043,-74.158,-939.575
-4.000,-2.496,-4.000,166.748,-195.190,-1045.654
-4.000,-3.244,-3.952,386.963,-451.965,-1272.461
-4.000,-4.000,-3.769,443.665,-542.480,-1400.207
-4.000,-4.000,-3.922,517.822,-620.850,-1517.944
-4.000,-3.984,-3.781,517.517,-699.158,-1445.129
-4.000,-3.982,-2.758,452.698,-842.224,-1308.594
-4.000,-3.994,-0.995,332.092,-1051.697,-1043.945
-3.508,-4.000,2.162,376.892,-953.125,-954.163
-1.851,-4.000,2.964,477.600,-602.844,-721.130
1.479,-4.000,3.719,348.816,-462.952,-521.606
1.193,-3.977,3.063,16.296,-99.243,37.415
-1.869,-2.271,0.023,39.917,69.031,273.071
-3.290,-0.475,-0.963,155.029,141.235,403.870
-3.897,1.045,-1.217,312.256,29.541,269.348
-2.892,1.082,-0.285,265.686,-79.163,73.303
-2.238,0.036,0.302,44.983,-229.980,-197.571
-1.563,-1.978,1.017,-40.161,-246.155,-225.098
-1.351,-2.617,1.260,-60.242,-197.571,-147.034
-1.078,-3.135,1.606,-10.925,-146.057,-73.181
-1.083,-3.010,1.620,51.880,-82.886,3.418
-1.205,-2.714,1.509,149.536,38.330,113.647
-1.456,-2.063,1.162,153.687,72.083,132.080
-1.409,-1.853,1.061,80.017,79.041,105.835
-1.064,-1.716,0.989,20.264,67.871,83.679
-0.891,-1.736,0.958,-84.290,57.922,57.617
-0.631,-1.784,0.782,-106.567,64.026,56.946
-0.551,-1.774,0.652,-112.183,72.876,64.087
-0.506,-1.734,0.520,-89.600,88.074,92.590
-0.473,-1.596,0.312,-72.815,90.942,109.497
-0.457,-1.516,0.241,-42.908,84.717,146.545
-0.433,-1.376,0.168,-36.133,79.407,166.931
-0.461,-1.312,0.150,-34.241,75.989,187.744
-0.513,-1.237,0.126,-35.950,80.017,221.497
-0.593,-1.093,0.034,-38.574,85.571,234.009
-0.616,-1.041,-0.011,-59.509,92.285,261.475
-0.663,-0.953,-0.043,-73.853,93.689,276.489
-0.684,-0.890,-0.040,-101.624,100.708,299.683
-0.752,-0.687,-0.029,-113.647,108.154,306.152
-0.786,-0.559,-0.029,-116.211,117.920,307.678
-0.799,-0.426,-0.040,-103.882,141.235,293.152
-0.760,-0.181,-0.022,-105.347,153.198,281.128
-0.740,-0.081,-0.023,-72.815,170.471,236.145
-0.607,0.079,0.014,-52.856,160.400,199.402
-0.563,0.119,0.084,-70.679,116.943,131.470
-0.453,0.208,0.147,-87.402,99.670,102.173
-0.315,0.206,0.204,-95.093,81.909,77.759
-0.217,0.141,0.316,-54.321,34.729,24.780
-0.089,-0.052,0.485,-4.822,22.400,-2.869
-0.002,-0.136,0.495,30.884,26.855,-14.282
0.170,-0.281,0.556,18.616,23.987,-11.475
0.284,-0.318,0.691,-3.906,-5.249,-28.564
0.552,-0.363,1.158,-16.052,-17.090,-43.945
0.712,-0.440,1.287,-41.748,-18.677,-59.082
0.902,-0.562,1.303,-107.056,-11.597,-87.280
1.325,-0.836,1.326,-96.436,-15.991,-103.394
1.493,-0.941,1.433,-15.137,-33.691,-119.141
1.654,-1.021,1.662,-4.639,-40.405,-106.140
1.690,-0.989,1.691,-34.119,-51.758,-55.969
1.594,-0.838,1.660,-8.911,-50.964,-46.936
1.459,-0.733,1.598,41.687,-36.926,-58.533
1.336,-0.649,1.484,77.271,13.794,-95.947
1.169,-0.646,1.215,58.411,28.809,-106.262
1.119,-0.706,1.094,33.569,37.842,-108.032
1.021,-0.731,0.889,23.254,39.734,-99.609
0.948,-0.668,0.813,9.583,41.260,-89.294
0.864,-0.592,0.750,-11.414,45.410,-79.712
0.716,-0.468,0.671,-19.897,49.011,-82.214
0.654,-0.438,0.639,-31.860,61.157,-95.459
0.540,-0.432,0.573,-36.743,68.909,-104.553
0.496,-0.454,0.543,-15.381,87.341,-124.268
0.456,-0.556,0.478,1.160,97.656,-130.493
0.454,-0.606,0.450,3.479,106.323,-132.141
1.111,-1.210,0.539,-10.498,61.218,-12.085
1.241,-1.365,0.553,-14.343,56.702,5.432
1.456,-1.591,0.648,-14.587,53.162,21.057
1.510,-1.625,0.703,-9.033,52.673,38.086
1.521,-1.611,0.755,9.583,64.575,66.650
1.462,-1.579,0.816,21.667,75.012,76.233
1.419,-1.585,0.805,45.898,95.337,93.872
1.339,-1.651,0.684,41.260,100.769,108.154
1.299,-1.687,0.612,5.371,94.849,153.076
1.192,-1.700,0.474,-11.841,85.754,181.885
1.121,-1.676,0.437,-27.527,76.355,211.182
1.054,-1.643,0.432,-55.969,65.796,258.057
0.898,-1.513,0.432,-56.091,67.200,273.926
0.804,-1.414,0.363,-33.081,71.106,292.297
0.687,-1.251,0.206,-28.687,68.542,297.485
0.641,-1.184,0.132,-30.701,64.758,304.626
0.588,-1.105,0.060,-43.640,50.598,326.233
0.495,-0.900,-0.019,-54.260,38.391,334.167
0.472,-0.808,-0.027,-61.462,18.127,340.210
0.457,-0.677,-0.032,-56.519,11.597,340.759
0.460,-0.635,-0.032,-56.702,5.188,340.820
0.459,-0.597,-0.031,-75.684,-7.202,343.262
0.428,-0.492,-0.035,-87.646,-10.315,345.337
0.392,-0.404,-0.057,-87.891,-8.118,348.999
0.291,-0.169,-0.148,-74.219,-7.080,347.534
0.249,-0.067,-0.185,-65.002,-11.353,333.984
0.187,0.060,-0.242,-65.369,-14.160,326.538
0.152,0.130,-0.283,-58.228,-18.738,321.228
0.127,0.210,-0.314,-44.983,-39.001,312.073
0.113,0.310,-0.325,-53.650,-49.377,305.908
0.111,0.330,-0.314,-75.134,-58.838,290.344
0.093,0.384,-0.340,-71.472,-59.448,282.471
0.075,0.427,-0.371,-58.289,-66.650,269.470
0.046,0.496,-0.383,-58.289,-75.317,265.930
0.039,0.509,-0.354,-60.974,-85.937,265.747
0.028,0.525,-0.305,-75.562,-109.802,273.987
-0.036,0.609,-0.173,-84.290,-121.094,278.809
-0.078,0.660,-0.116,-104.919,-130.493,278.687
-0.137,0.696,-0.028,-116.211,-124.023,272.278
-0.152,0.674,-0.023,-99.792,-93.079,252.686
-0.170,0.637,-0.081,-80.505,-78.308,241.821
-0.188,0.630,-0.104,-75.256,-67.688,231.140
-0.206,0.609,-0.113,-88.318,-56.519,213.989
-0.249,0.505,-0.106,-95.703,-56.091,211.121
-0.278,0.459,-0.083,-124.023,-64.880,211.487
-0.327,0.402,-0.016,-139.648,-65.796,209.290
-0.372,0.380,0.021,-137.756,-42.480,195.129
-0.490,0.326,-0.007,-115.356,-20.813,181.519
-0.537,0.301,-0.079,-95.825,4.333,165.039
-0.585,0.279,-0.191,-87.280,57.007,140.930
-0.685,0.291,-0.474,-99.182,74.158,134.583
-0.734,0.318,-0.590,-119.751,80.627,129.272
-0.847,0.385,-0.719,-111.572,69.519,128.235
-0.900,0.417,-0.724,-114.197,39.673,117.126
-0.950,0.445,-0.649,-124.146,31.982,106.140
-0.963,0.429,-0.621,-127.380,32.349,96.252
-0.984,0.417,-0.623,-107.483,42.908,87.341
-1.048,0.458,-0.653,-96.680,46.204,86.426
-1.078,0.507,-0.660,-86.975,47.546,83.679
-1.139,0.609,-0.629,-87.585,47.791,79.529
-1.173,0.640,-0.597,-95.215,48.767,74.219
-1.205,0.658,-0.573,-112.732,58.472,61.340
-1.268,0.630,-0.560,-121.399,66.650,51.941
-1.305,0.582,-0.555,-138.245,84.045,29.602
-1.388,0.478,-0.551,-142.761,93.994,18.188
-1.442,0.432,-0.543,-142.090,120.178,-0.244
-1.644,0.388,-0.520,-140.747,137.695,-8.240
-1.770,0.370,-0.533,-145.569,157.043,-18.066
-1.886,0.355,-0.582,-152.527,193.726,-44.495
-2.086,0.371,-0.777,-148.743,206.726,-59.814
-2.177,0.377,-0.868,-144.653,211.975,-92.529
-2.340,0.352,-0.953,-142.456,207.031,-108.704
-2.437,0.355,-0.941,-157.227,192.993,-138.672
-2.695,0.464,-0.818,-161.743,186.218,-156.067
-2.880,0.475,-0.733,-159.912,183.838,-181.763
-3.151,0.379,-0.688,-164.673,207.153,-263.062
-3.849,0.048,-1.011,-170.898,229.370,-312.317
-4.000,-0.125,-1.425,-202.148,244.873,-417.480
-4.000,-0.352,-2.727,-228.455,213.928,-475.830
-3.996,-0.555,-3.540,-219.543,38.147,-598.999
-3.995,-1.755,-4.000,-118.286,-101.196,-675.232
-4.000,-2.495,-3.785,55.481,-243.896,-771.301
-4.000,-3.208,-3.253,311.157,-481.445,-1001.282
-4.000,-4.000,-3.238,337.891,-600.098,-1119.751
-4.000,-4.000,-3.314,540.405,-855.347,-1342.590
-4.000,-3.988,-1.967,608.826,-966.492,-1425.232
-4.000,-3.983,-1.098,531.982,-1076.965,-1346.252
-4.000,-4.000,0.457,515.930,-1066.101,-1196.472
-4.000,-4.000,1.526,612.366,-871.399,-914.001
-2.267,-4.000,3.077,627.563,-716.614,-818.542
-0.257,-4.000,3.588,507.080,-598.083,-742.065
1.403,-4.000,3.957,22.339,-442.871,-390.747
0.956,-3.745,2.215,20.386,-244.995,-59.021
-0.816,-2.812,0.089,152.649,103.882,481.140
-3.981,0.236,-2.134,200.623,106.812,541.626
-4.000,1.608,-2.072,276.489,48.462,467.834
-4.000,2.231,-1.516,309.814,-128.479,54.687
-3.027,0.717,0.009,223.267,-207.275,-157.410
-2.563,-0.576,0.522,-12.573,-281.433,-346.802
-1.916,-2.469,1.128,-57.007,-274.292,-332.947
-1.607,-2.883,1.267,43.518,-162.109,-206.726
-1.250,-2.902,1.220,118.042,-86.548,-130.798
-1.323,-2.717,1.072,164.001,-23.315,-64.880
-1.500,-2.525,0.900,146.484,42.725,19.531
-1.648,-2.226,0.648,116.516,46.814,34.058
-1.523,-2.117,0.603,71.350,26.001,29.236
-1.174,-1.934,0.631,61.157,14.526,31.555
-1.068,-1.877,0.665,64.026,12.512,48.035
-0.927,-1.735,0.720,69.031,20.569,57.861
-0.849,-1.647,0.729,78.064,31.433,68.298
-0.767,-1.564,0.714,84.045,58.228,91.064
-0.660,-1.414,0.591,67.749,71.411,105.041
-0.662,-1.344,0.498,-14.893,90.149,133.728
-0.709,-1.224,0.289,-65.674,97.107,144.958
-0.722,-1.172,0.187,-112.183,102.966,154.419
-0.732,-1.123,0.101,-203.430,110.046,170.227
-0.746,-1.030,-0.016,-248.596,114.746,175.476
-0.731,-0.993,-0.045,-334.717,133.362,184.937
-0.725,-0.944,-0.022,-372.314,149.109,192.078
-0.773,-0.903,0.010,-418.274,195.435,202.881
-0.903,-0.729,0.007,-414.368,218.445,198.181
-0.934,-0.608,-0.031,-375.671,236.938,185.303
-0.917,-0.493,-0.091,-236.633,249.268,151.245
-0.886,-0.328,-0.221,-198.730,248.047,146.301
-0.885,-0.263,-0.196,-116.211,140.015,118.103
-0.887,-0.206,0.021,-23.987,30.212,74.707
-0.721,-0.242,0.157,62.500,-91.858,11.963
-0.322,-0.456,0.684,37.231,-92.407,21.973
-0.171,-0.548,1.003,1.343,-77.332,41.443
-0.083,-0.569,1.179,-55.115,-31.128,60.974
-0.167,-0.394,1.005,-73.486,-18.433,59.998
-0.188,-0.338,0.942,-101.196,-63.904,24.414
0.205,-0.576,1.402,-101.013,-101.624,0.916
0.434,-0.640,1.760,-77.271,-119.934,-14.038
0.527,-0.488,2.039,26.917,-80.750,-31.250
0.508,-0.437,1.968,59.143,-48.645,-41.870
0.502,-0.458,1.836,51.880,-13.733,-59.143
0.494,-0.537,1.573,39.429,-10.498,-61.035
0.474,-0.559,1.446,39.856,-14.282,-54.993
0.455,-0.599,1.256,37.720,-20.325,-48.157
0.454,-0.594,1.211,27.832,-28.870,-38.269
0.445,-0.556,1.190,2.258,-49.561,-9.033
0.389,-0.405,1.163,-5.859,-59.448,5.249
0.354,-0.347,1.137,-17.395,-72.815,18.005
0.299,-0.281,1.163,-22.522,-76.050,16.846
0.277,-0.255,1.197,-10.437,-70.435,4.028
0.229,-0.237,1.182,-1.953,-62.561,-4.639
0.207,-0.236,1.151,0.671,-54.749,-13.367
0.185,-0.237,1.111,-2.441,-39.551,-32.043
0.125,-0.240,1.025,-3.174,-31.921,-42.725
0.746,-1.283,0.646,11.230,139.038,-4.150
0.830,-1.379,0.628,20.874,146.729,10.803
1.014,-1.558,0.633,30.029,145.935,24.475
1.078,-1.566,0.689,38.025,142.700,41.565
1.125,-1.529,0.764,36.621,145.569,74.585
1.177,-1.405,0.832,26.794,155.945,86.853
1.183,-1.362,0.778,12.817,175.415,106.323
1.187,-1.273,0.633,17.822,169.861,118.103
1.199,-1.227,0.643,24.597,152.954,133.057
1.237,-1.171,0.775,13.550,120.728,165.161
1.244,-1.160,0.792,2.563,116.577,177.734
1.243,-1.175,0.784,-13.306,113.464,202.454
1.205,-1.238,0.787,-19.287,110.657,216.125
1.162,-1.246,0.769,-42.603,108.154,243.713
1.078,-1.296,0.671,-50.659,107.605,257.568
1.030,-1.310,0.587,-48.157,105.652,272.400
0.966,-1.283,0.510,-27.954,91.309,306.763
0.830,-1.156,0.449,-24.231,82.825,322.693
0.765,-1.089,0.422,-36.194,72.815,346.252
0.625,-0.923,0.319,-47.729,70.374,352.722
0.575,-0.858,0.259,-59.265,69.580,354.919
0.559,-0.831,0.222,-78.186,72.083,347.534
0.539,-0.855,0.132,-77.454,75.439,343.872
0.500,-0.847,0.043,-63.416,72.815,353.699
0.428,-0.797,-0.161,-65.735,62.744,365.173
0.399,-0.762,-0.232,-61.768,38.025,386.230
0.293,-0.574,-0.301,-42.603,28.870,390.686
0.213,-0.437,-0.314,-19.409,22.461,389.893
0.132,-0.307,-0.321,-0.122,9.827,374.756
0.025,-0.104,-0.346,-7.263,0.732,363.525
-0.002,-0.033,-0.355,-21.423,-16.846,344.421
-0.021,0.032,-0.392,-27.649,-24.475,337.707
-0.020,0.033,-0.417,-49.438,-43.213,335.327
-0.049,0.079,-0.441,-56.641,-55.176,339.478
-0.094,0.150,-0.419,-57.861,-68.970,344.543
-0.148,0.240,-0.370,-44.067,-91.187,351.135
-0.253,0.379,-0.259,-33.813,-95.093,351.257
-0.298,0.426,-0.210,-34.119,-97.046,345.215
-0.394,0.529,-0.132,-41.016,-96.313,340.393
-0.448,0.590,-0.088,-55.908,-90.576,322.632
-0.510,0.627,-0.030,-71.167,-85.388,308.350
-0.536,0.588,-0.006,-90.576,-74.097,292.175
-0.575,0.518,-0.011,-111.450,-28.503,259.094
-0.679,0.401,-0.155,-117.371,-0.122,242.065
-0.743,0.384,-0.270,-117.065,34.668,212.830
-0.862,0.327,-0.426,-115.051,36.926,201.050
-0.903,0.264,-0.468,-106.750,29.968,185.242
-0.989,0.215,-0.540,-106.201,22.766,181.030
-1.015,0.243,-0.562,-111.877,12.939,176.331
-1.046,0.272,-0.570,-112.244,-6.531,168.152
-1.167,0.339,-0.536,-108.521,-11.902,162.415
-1.217,0.389,-0.518,-93.628,0.061,129.333
-1.234,0.482,-0.529,-81.604,15.808,105.957
-1.223,0.497,-0.548,-68.665,36.377,70.679
-1.158,0.460,-0.546,-70.190,36.438,58.167
-1.134,0.445,-0.523,-74.097,34.546,49.561
-1.128,0.450,-0.495,-78.796,33.691,38.818
-1.135,0.513,-0.454,-78.308,34.912,33.386
-1.137,0.544,-0.444,-74.158,44.373,18.433
-1.154,0.552,-0.451,-71.899,54.871,10.071
-1.172,0.532,-0.464,-78.857,81.055,-1.892
-1.231,0.501,-0.491,-83.984,92.834,-5.005
-1.281,0.496,-0.495,-90.576,100.891,-7.751
-1.351,0.492,-0.490,-102.295,112.976,-17.456
-1.538,0.465,-0.519,-107.117,123.474,-25.940
-1.644,0.445,-0.569,-113.953,153.442,-48.096
-1.905,0.421,-0.751,-112.915,166.931,-59.204
-2.042,0.466,-0.867,-99.304,173.767,-78.369
-2.333,0.731,-1.092,-92.346,164.001,-90.942
-2.534,0.828,-1.117,-93.140,147.583,-112.488
-2.791,0.814,-1.054,-110.168,122.498,-189.148
-3.437,0.662,-0.925,-115.356,126.160,-239.990
-3.786,0.578,-0.979,-116.272,164.612,-367.065
-4.000,0.161,-1.492,-116.760,187.012,-439.026
-4.000,-0.183,-1.994,-122.864,171.265,-584.778
-3.990,-1.092,-3.265,-108.582,111.206,-657.227
-3.994,-1.727,-3.831,-64.148,19.836,-730.713
-3.999,-2.482,-4.000,135.620,-241.455,-877.869
-4.000,-3.800,-4.000,263.306,-410.278,-957.092
-4.000,-4.000,-3.989,494.202,-754.394,-1178.467
-4.000,-4.000,-3.977,633.728,-870.300,-1324.036
-4.000,-3.991,-3.893,738.159,-941.040,-1512.329
-4.000,-3.993,-3.135,643.799,-981.201,-1457.458
-4.000,-4.000,-1.158,439.209,-1182.861,-1032.349
-3.642,-4.000,4.000,492.615,-1120.544,-845.642
-2.010,-4.000,4.000,705.261,-838.806,-767.639
0.341,-4.000,4.000,700.134,-244.751,-580.811
0.766,-4.000,2.910,182.068,-193.237,-296.814
-0.913,-3.971,1.891,-187.195,-77.881,317.993
-3.644,-2.169,-0.203,74.158,88.623,455.322
-3.895,-0.566,-0.648,288.635,181.335,464.111
-3.534,0.446,-0.480,233.398,30.823,224.915
-2.241,0.112,0.493,100.403,-77.881,74.036
-1.707,-0.547,0.795,-22.705,-145.081,-108.276
-1.094,-1.532,1.000,-17.822,-125.732,-131.409
-0.983,-1.812,1.059,-9.277,-76.782,-97.839
-0.998,-2.010,1.200,-12.634,-55.603,-64.575
-1.002,-1.944,1.224,10.559,-9.644,-7.812
-0.874,-1.731,1.040,18.066,13.184,6.958
-0.788,-1.659,0.841,16.846,33.936,16.418
-0.708,-1.599,0.625,8.789,59.021,41.321
-0.568,-1.467,0.297,10.010,62.805,59.387
-0.525,-1.389,0.213,17.151,64.209,101.440
-0.499,-1.244,0.111,24.414,67.139,122.864
-0.514,-1.191,0.071,31.372,71.838,144.714
-0.549,-1.146,0.039,38.147,82.642,192.139
-0.651,-1.017,-0.018,40.344,89.966,214.233
-0.693,-0.935,-0.043,54.443,112.793,249.817
-0.812,-0.776,-0.112,63.416,126.953,265.259
-0.893,-0.682,-0.149,75.745,140.808,277.588
-0.951,-0.570,-0.186,115.906,160.950,281.189
-0.943,-0.331,-0.211,131.348,164.001,273.071
-0.913,-0.221,-0.193,137.329,157.959,247.192
-0.886,0.027,-0.172,130.310,152.649,223.083
-0.871,0.174,-0.189,110.413,142.456,134.827
-0.772,0.368,-0.253,94.971,134.705,76.294
-0.708,0.334,-0.268,74.219,121.826,14.404
-0.638,0.182,-0.257,13.916,89.172,-102.417
-0.443,-0.501,-0.102,-32.776,78.369,-150.146
-0.249,-0.907,0.023,-118.591,72.937,-184.387
0.276,-1.466,0.288,-131.714,66.711,-147.644
0.348,-1.559,0.448,-131.836,26.978,-48.462
0.112,-1.543,0.660,-129.456,10.254,-62.561
0.181,-1.651,0.684,-118.469,4.211,-113.770
0.415,-1.950,0.741,-116.638,-0.977,-169.312
0.899,-2.458,0.996,-142.517,-6.165,-140.930
0.943,-2.362,1.073,-216.614,0.061,-44.495
0.818,-1.875,1.120,-242.737,13.184,-15.320
0.767,-1.677,1.183,-233.093,52.551,-19.470
0.710,-1.380,1.265,-186.951,78.125,-40.955
0.676,-1.287,1.216,-132.935,104.675,-62.134
0.651,-1.251,1.096,-71.045,128.845,-74.646
0.589,-1.157,0.815,-70.251,116.577,-63.049
0.535,-1.042,0.733,-91.309,78.125,-34.485
0.437,-0.833,0.677,-95.947,67.993,-31.372
0.398,-0.772,0.668,-87.280,66.040,-38.574
0.320,-0.709,0.638,-33.569,76.843,-70.129
0.280,-0.689,0.605,-4.211,84.900,-83.191
0.240,-0.669,0.552,32.532,93.628,-90.942
0.167,-0.662,0.416,27.344,90.759,-88.867
0.160,-0.679,0.394,-33.447,70.068,-83.740
0.141,-0.730,0.458,-53.406,57.556,-88.074
0.147,-0.775,0.481,-41.260,51.331,-93.994
0.148,-0.831,0.475,10.254,54.504,-98.755
0.117,-0.864,0.474,-10.742,53.345,-100.342
0.108,-0.862,0.519,-79.041,40.344,-91.980
0.098,-0.890,0.634,-86.060,32.837,-80.811
0.083,-0.897,0.658,-65.063,24.170,-60.791
0.026,-0.875,0.579,-46.814,19.226,-57.190
0.005,-0.859,0.537,-30.273,11.230,-57.922
0.500,-1.212,0.958,12.573,76.355,21.973
0.523,-1.221,0.972,49.866,109.131,28.198
0.538,-1.266,0.938,59.387,118.958,34.851
0.531,-1.288,0.920,64.331,124.695,43.762
0.525,-1.314,0.902,73.792,131.226,61.829
0.559,-1.402,0.877,73.547,131.775,70.984
0.580,-1.423,0.889,62.744,120.300,94.666
0.593,-1.367,0.941,60.547,112.915,105.347
0.613,-1.354,0.945,59.265,109.985,111.450
0.646,-1.380,0.924,52.490,114.014,113.525
0.728,-1.535,0.838,50.415,115.417,115.112
0.762,-1.644,0.766,17.517,109.253,122.498
0.778,-1.899,0.574,-15.747,101.196,127.136
0.769,-2.034,0.429,-66.650,81.482,145.691
0.742,-2.153,0.271,-79.041,70.129,162.842
0.633,-2.271,0.206,-79.346,60.120,182.983
0.567,-2.244,0.279,5.432,59.814,222.046
0.392,-2.047,0.257,56.335,63.904,238.037
0.303,-1.964,0.140,70.679,61.768,260.925
0.153,-1.808,-0.181,62.622,57.251,272.705
0.079,-1.687,-0.321,56.152,48.401,285.889
0.029,-1.551,-0.398,20.630,9.766,307.800
-0.002,-1.245,-0.330,3.235,-10.254,315.918
-0.000,-1.099,-0.279,-7.080,-29.846,327.087
0.046,-0.938,-0.208,-22.461,-33.569,331.055
0.070,-0.882,-0.188,-35.278,-35.278,336.304
0.085,-0.802,-0.177,-31.921,-40.527,353.394
0.086,-0.570,-0.152,-33.875,-45.959,361.816
0.076,-0.437,-0.144,-30.762,-58.472,363.770
0.107,-0.247,-0.083,-39.917,-63.782,359.741
0.130,-0.192,-0.026,-101.807,-66.711,358.704
0.149,-0.056,0.054,-125.671,-65.308,360.779
0.155,0.005,0.056,-140.015,-63.782,360.901
0.164,0.048,0.041,-171.204,-61.401,350.952
0.185,0.120,0.057,-188.843,-57.007,346.619
0.174,0.177,0.074,-168.457,-36.499,343.140
0.118,0.302,0.052,-130.920,-27.588,337.830
0.106,0.342,0.038,-55.237,-23.010,318.665
0.080,0.389,0.027,-22.522,-24.658,311.462
0.040,0.426,0.025,-4.272,-28.931,307.190
-0.004,0.466,0.025,-18.066,-41.565,297.485
-0.063,0.528,-0.002,-32.898,-45.959,291.748
-0.067,0.547,-0.025,-83.984,-49.805,285.706
-0.080,0.554,-0.039,-117.371,-48.889,286.255
-0.112,0.558,-0.032,-130.737,-45.166,286.438
-0.158,0.565,-0.014,-92.834,-33.142,278.870
-0.278,0.577,0.038,-72.998,-26.794,275.330
-0.342,0.587,0.055,-73.364,-18.188,276.855
-0.458,0.598,0.036,-83.374,-18.799,278.992
-0.517,0.600,0.019,-105.286,-26.184,277.039
-0.654,0.614,-0.018,-121.643,-27.710,269.775
-0.721,0.633,-0.058,-131.165,-24.902,256.531
-0.776,0.647,-0.099,-111.328,2.563,219.116
-0.864,0.638,-0.203,-98.145,25.269,202.698
-0.909,0.632,-0.282,-93.018,61.218,183.411
-0.986,0.616,-0.448,-91.919,67.261,174.316
-0.992,0.599,-0.518,-102.173,59.448,153.503
-1.002,0.575,-0.579,-102.051,45.776,150.085
-1.015,0.583,-0.559,-103.699,26.489,150.513
-1.020,0.602,-0.509,-117.065,-10.071,148.010
-1.039,0.641,-0.329,-121.521,-17.944,143.494
-1.058,0.658,-0.225,-118.103,-7.507,127.258
-1.087,0.679,-0.099,-114.441,3.479,117.554
-1.094,0.676,-0.067,-120.117,25.269,90.942
-1.131,0.618,-0.037,-127.930,40.222,76.660
-1.175,0.568,-0.034,-135.376,59.814,62.378
-1.231,0.498,-0.045,-147.827,109.924,32.288
-1.380,0.334,-0.165,-154.724,136.047,18.738
-1.478,0.261,-0.275,-169.434,179.138,-4.639
-1.750,0.107,-0.558,-176.147,193.054,-12.695
-1.914,0.073,-0.702,-178.223,200.928,-16.418
-2.310,0.202,-0.916,-165.771,199.280,-16.479
-2.575,0.330,-0.957,-154.724,191.956,-21.179
-2.919,0.474,-0.965,-131.042,174.561,-54.199
-3.792,0.859,-0.986,-128.845,164.490,-87.830
-4.000,1.038,-1.082,-166.748,150.818,-226.013
-4.000,0.901,-1.699,-196.472,150.330,-337.646
-3.996,0.496,-2.225,-193.848,141.846,-614.502
-3.994,-0.692,-3.411,-147.156,110.046,-754.944
-4.000,-1.485,-3.893,-80.627,39.734,-883.423
-4.000,-2.382,-4.000,121.216,-233.948,-1090.454
-4.000,-3.956,-4.000,245.850,-410.461,-1182.617
-4.000,-4.000,-3.988,479.980,-714.966,-1400.757
-4.000,-4.000,-3.996,556.458,-800.781,-1487.732
-4.000,-3.977,-4.000,568.542,-926.880,-1456.482
-4.000,-3.996,-2.972,515.259,-1029.907,-1330.139
-4.000,-4.000,-1.158,467.651,-1126.465,-1154.724
-4.000,-4.000,1.171,466.614,-975.586,-826.111
-2.798,-4.000,4.000,562.195,-757.568,-746.460
-0.678,-4.000,4.000,665.405,-404.114,-581.421
0.734,-4.000,3.473,417.236,-272.644,-360.718
-0.690,-3.970,2.171,-63.721,-25.513,186.218
-3.236,-2.525,-0.209,5.981,68.176,322.205
-3.548,-1.276,-0.467,134.949,103.638,352.478
-3.350,-0.403,-0.235,176.086,0.671,226.562
-2.086,-0.312,0.576,119.690,-66.589,117.981
-1.480,-0.803,0.827,18.250,-104.370,-35.400
-0.778,-1.612,1.005,7.202,-83.191,-51.331
-0.684,-1.773,1.000,16.174,-16.968,-18.982
-0.788,-1.785,0.871,9.216,10.864,3.296
-0.833,-1.743,0.770,-8.057,30.640,21.423
-0.816,-1.707,0.659,-42.480,52.612,51.025
-0.649,-1.644,0.430,-51.514,62.134,67.261
-0.559,-1.599,0.315,-53.711,87.341,111.572
-0.465,-1.453,0.093,-49.316,101.807,139.038
-0.461,-1.349,-0.004,-27.283,132.202,194.092
-0.514,-1.092,-0.153,-7.263,147.278,222.778
-0.567,-0.953,-0.196,13.977,158.569,252.624
-0.631,-0.822,-0.224,43.823,163.696,299.744
-0.750,-0.582,-0.230,51.025,159.180,312.256
-0.795,-0.454,-0.189,69.763,144.348,318.848
-0.779,-0.221,-0.094,71.655,138.367,310.120
-0.739,-0.121,-0.044,54.443,137.390,267.517
-0.692,0.102,0.018,56.458,146.729,234.924
-0.683,0.235,0.016,68.726,162.231,194.641
-0.688,0.344,-0.004,66.956,193.115,104.126
-0.724,0.433,-0.153,29.907,197.998,53.101
-0.714,0.422,-0.260,-83.862,169.312,-73.547
-0.673,0.137,-0.369,-140.503,133.667,-132.385
