aX,aY,aZ,gX,gY,gZ
0.341,-0.304,-0.258,43.396,-25.635,-0.488
0.288,-0.301,-0.229,43.030,-25.940,-1.343
0.256,-0.312,-0.204,44.250,-25.818,-6.226
0.209,-0.427,-0.176,44.861,-25.024,-10.315
0.208,-0.502,-0.182,41.138,-23.865,-12.695
0.220,-0.567,-0.202,20.874,-16.602,-11.902
0.250,-0.692,-0.324,8.545,-7.202,-11.658
0.210,-1.331,-1.146,-18.738,2.930,1.587
0.187,-1.388,-1.173,-20.386,-9.888,7.568
0.164,-1.489,-1.169,-20.569,-12.939,9.949
0.155,-1.504,-1.162,-1.770,-8.911,17.334
0.127,-1.393,-1.140,12.512,-6.287,22.583
0.114,-1.293,-1.105,27.527,-6.592,25.574
0.103,-1.194,-1.054,50.354,-18.066,21.057
0.093,-1.017,-0.915,56.641,-28.442,16.235
0.095,-0.937,-0.841,66.162,-51.941,6.104
0.111,-0.803,-0.696,71.228,-63.477,1.160
0.119,-0.749,-0.623,80.078,-86.487,-7.629
0.119,-0.658,-0.475,80.566,-99.060,-11.169
0.114,-0.613,-0.395,77.759,-112.549,-13.977
0.104,-0.571,-0.315,69.336,-136.353,-19.531
0.091,-0.501,-0.174,64.636,-143.677,-21.973
0.093,-0.473,-0.124,48.401,-148.926,-27.954
0.114,-0.447,-0.046,38.147,-149.231,-31.860
0.131,-0.451,-0.013,18.311,-150.146,-39.734
0.164,-0.492,0.053,7.141,-150.024,-42.664
0.182,-0.529,0.091,-4.639,-147.217,-44.067
0.198,-0.559,0.123,-24.841,-126.587,-42.053
0.219,-0.586,0.132,-30.457,-106.873,-40.710
0.236,-0.614,0.079,-32.410,-55.542,-42.114
0.305,-0.740,-0.138,-33.264,-34.119,-42.908
0.342,-0.808,-0.255,-46.204,-18.372,-40.527
0.376,-0.936,-0.414,-55.725,-21.057,-37.781
0.376,-0.991,-0.458,-62.622,-24.902,-34.302
0.372,-1.034,-0.492,-64.331,-20.386,-27.344
0.370,-1.068,-0.558,-59.509,-10.010,-23.499
0.374,-1.063,-0.601,-42.419,21.606,-13.489
0.370,-1.003,-0.740,-32.532,36.682,-8.606
0.354,-0.962,-0.827,-12.756,45.288,-3.662
0.306,-0.903,-0.959,-2.869,34.485,-4.639
0.282,-0.894,-0.972,6.470,14.954,-7.568
0.259,-0.895,-0.941,20.081,-36.011,-16.846
0.224,-0.904,-0.790,23.254,-58.716,-22.217
0.214,-0.904,-0.714,25.024,-85.510,-33.203
0.215,-0.865,-0.626,26.611,-90.271,-38.696
0.227,-0.844,-0.609,33.997,-93.628,-51.697
0.266,-0.844,-0.584,38.513,-96.680,-58.411
0.290,-0.852,-0.563,41.870,-102.173,-64.270
0.317,-0.865,-0.531,43.030,-117.554,-72.998
0.382,-0.887,-0.444,41.931,-124.329,-74.707
0.409,-0.875,-0.404,39.185,-129.578,-72.693
0.441,-0.833,-0.362,38.818,-128.601,-70.984
0.457,-0.825,-0.357,41.260,-127.563,-67.871
0.478,-0.820,-0.336,42.175,-131.165,-65.857
0.475,-0.809,-0.305,41.321,-138.489,-63.782
0.470,-0.794,-0.262,33.691,-157.166,-60.181
0.452,-0.755,-0.196,29.480,-162.781,-57.678
0.442,-0.730,-0.184,27.283,-162.659,-50.781
0.417,-0.683,-0.183,29.663,-160.095,-46.936
0.399,-0.660,-0.180,37.903,-157.349,-39.063
0.345,-0.615,-0.162,41.565,-157.898,-35.217
0.310,-0.591,-0.151,43.884,-159.912,-31.982
0.270,-0.572,-0.139,42.664,-167.480,-28.625
0.187,-0.547,-0.111,39.612,-171.692,-28.992
0.154,-0.547,-0.091,34.363,-172.424,-33.569
0.130,-0.596,-0.058,34.119,-165.955,-36.987
0.139,-0.642,-0.061,34.363,-141.968,-42.908
0.171,-0.749,-0.129,32.166,-128.906,-45.227
0.183,-0.805,-0.183,28.625,-117.493,-47.485
0.187,-0.867,-0.246,19.348,-102.356,-53.040
0.114,-1.000,-0.356,13.672,-100.281,-56.458
0.055,-1.058,-0.374,3.357,-104.431,-71.228
0.058,-1.187,-0.350,-0.916,-104.919,-83.618
0.125,-1.273,-0.348,-8.728,-91.675,-99.609
0.266,-1.411,-0.420,-9.644,-78.003,-95.764
0.293,-1.421,-0.480,0.793,-47.058,-70.129
0.251,-1.346,-0.591,10.437,-35.706,-56.641
0.210,-1.311,-0.636,20.508,-30.762,-46.997
0.172,-1.294,-0.667,33.020,-45.898,-38.635
0.126,-1.262,-0.676,32.898,-63.110,-37.109
0.116,-1.236,-0.663,23.987,-99.121,-35.950
0.085,-1.179,-0.617,20.569,-112.427,-34.912
0.055,-1.149,-0.582,24.170,-125.549,-30.823
-0.021,-1.086,-0.508,29.846,-127.197,-28.625
-0.057,-1.050,-0.475,35.706,-127.808,-27.344
-0.088,-1.015,-0.447,41.199,-131.165,-29.297
-0.130,-0.956,-0.389,39.001,-134.949,-32.471
-0.142,-0.935,-0.356,26.855,-144.836,-39.978
-0.141,-0.888,-0.282,18.799,-148.682,-43.091
-0.129,-0.852,-0.254,0.854,-150.940,-47.363
-0.088,-0.764,-0.225,-8.362,-149.841,-49.133
-0.064,-0.725,-0.225,-16.418,-147.522,-50.659
-0.018,-0.664,-0.226,-24.963,-139.282,-52.734
-0.002,-0.644,-0.222,-25.391,-133.362,-52.856
0.008,-0.627,-0.217,-21.179,-119.019,-51.575
0.036,-0.604,-0.211,-17.883,-111.511,-51.025
0.056,-0.601,-0.217,-13.306,-100.159,-49.377
0.103,-0.587,-0.229,-12.817,-98.816,-48.096
0.132,-0.574,-0.219,-13.794,-103.088,-46.509
0.202,-0.567,-0.175,-14.099,-104.980,-45.715
0.229,-0.569,-0.149,-13.367,-104.919,-43.823
0.244,-0.568,-0.120,-8.423,-96.985,-36.133
0.234,-0.559,-0.071,-4.333,-87.708,-31.738
0.219,-0.559,-0.056,6.897,-55.481,-25.879
0.180,-0.654,-0.112,13.733,-33.203,-25.391
0.163,-0.760,-0.176,26.062,9.949,-30.090
0.171,-1.090,-0.342,29.846,28.259,-36.621
0.236,-1.328,-0.465,30.518,43.579,-46.875
0.343,-1.591,-0.602,15.503,52.368,-65.430
0.519,-2.081,-0.875,1.465,44.556,-64.941
0.542,-2.247,-0.991,-9.766,17.395,-40.039
0.506,-2.367,-1.136,1.465,2.197,-19.470
0.443,-2.313,-1.166,46.875,-37.903,27.588
0.237,-2.042,-1.060,71.411,-65.918,47.729
0.134,-1.879,-0.935,91.370,-96.741,61.523
0.046,-1.733,-0.803,111.755,-153.320,74.402
-0.109,-1.486,-0.575,114.990,-176.514,79.895
-0.189,-1.363,-0.481,115.967,-216.003,90.515
-0.345,-1.106,-0.299,113.281,-236.572,92.346
-0.394,-0.972,-0.176,91.980,-281.372,85.327
-0.430,-0.712,0.062,73.853,-301.392,77.515
-0.423,-0.587,0.177,53.467,-317.444,68.481
-0.394,-0.469,0.304,12.451,-324.280,48.767
-0.267,-0.268,0.515,-3.235,-307.922,37.781
-0.198,-0.206,0.554,-16.663,-242.249,15.198
-0.085,-0.173,0.549,-14.282,-202.270,5.981
-0.031,-0.169,0.537,3.296,-122.742,-7.507
0.081,-0.150,0.489,12.024,-85.022,-13.794
0.121,-0.180,0.421,18.005,-50.232,-20.752
0.160,-0.238,0.329,22.766,-4.456,-32.471
0.241,-0.393,0.155,17.700,2.380,-34.485
0.254,-0.458,0.070,-15.320,-9.705,-31.006
0.185,-0.575,-0.094,-39.307,-21.667,-31.006
0.143,-0.705,-0.187,-76.111,-39.795,-49.988
0.191,-1.216,-0.345,-83.191,-43.396,-66.101
0.281,-1.554,-0.388,-82.153,-43.091,-80.933
0.392,-1.882,-0.406,-61.707,-31.372,-88.867
0.600,-2.351,-0.421,-46.509,-21.057,-78.064
0.661,-2.451,-0.418,-8.362,6.531,-30.945
0.613,-2.257,-0.373,15.015,25.146,-0.916
0.521,-1.990,-0.335,64.453,66.650,48.462
0.318,-1.377,-0.261,85.388,83.740,61.707
0.245,-1.108,-0.236,100.830,95.154,68.726
0.195,-0.882,-0.228,110.840,96.985,72.937
0.164,-0.539,-0.250,105.774,86.548,69.702
0.175,-0.430,-0.257,80.872,47.546,52.795
0.217,-0.339,-0.248,64.819,23.437,43.213
0.234,-0.315,-0.239,49.377,-0.488,35.095
0.241,-0.288,-0.228,26.855,-43.274,22.766
0.251,-0.235,-0.145,21.423,-60.608,16.846
0.254,-0.221,-0.076,20.691,-80.566,2.747
0.269,-0.262,0.066,22.461,-83.252,-5.920
0.292,-0.326,0.121,21.179,-78.186,-23.804
0.359,-0.531,0.161,15.991,-70.496,-30.701
0.393,-0.658,0.126,8.179,-60.181,-35.156
0.422,-0.781,0.057,-10.437,-41.504,-37.476
0.460,-1.000,-0.114,-18.005,-38.269,-38.025
0.389,-1.711,-0.853,-49.561,-32.227,-184.204
0.473,-2.063,-0.913,-73.242,-52.734,-167.114
0.620,-2.561,-0.984,-73.364,-60.913,-139.404
0.690,-2.581,-0.958,-42.236,-53.528,-64.819
0.668,-2.346,-0.889,-17.090,-38.086,-26.306
0.574,-2.104,-0.830,10.437,-22.156,9.705
0.459,-1.823,-0.743,55.115,-7.812,61.646
0.273,-1.299,-0.509,68.237,-11.414,77.209
0.208,-1.094,-0.379,75.195,-28.442,94.360
0.099,-0.785,-0.143,70.068,-35.950,95.642
0.066,-0.680,-0.051,49.805,-41.748,83.801
0.065,-0.569,0.063,37.415,-39.917,74.341
0.073,-0.538,0.085,25.391,-35.583,65.979
0.075,-0.508,0.091,5.554,-23.804,54.443
0.071,-0.458,0.070,-1.892,-17.639,49.072
0.073,-0.444,0.057,-9.033,-7.874,37.048
0.073,-0.425,0.046,-8.545,-4.822,30.884
0.078,-0.429,0.061,-6.714,-2.197,24.475
0.090,-0.451,0.082,-7.263,4.883,12.207
0.118,-0.517,0.088,-12.817,9.155,6.409
0.136,-0.563,0.061,-32.776,13.062,-6.653
0.196,-0.719,-0.022,-43.701,12.695,-13.855
0.243,-0.827,-0.066,-59.204,15.442,-25.879
0.337,-1.042,-0.153,-61.829,20.630,-28.320
0.372,-1.121,-0.193,-60.791,28.564,-27.832
0.399,-1.177,-0.231,-49.255,48.767,-20.142
0.443,-1.214,-0.289,-41.565,57.617,-13.184
0.445,-1.197,-0.307,-32.410,68.909,4.822
0.406,-1.141,-0.331,-31.677,71.411,12.512
0.397,-1.119,-0.342,-36.377,70.129,20.630
0.410,-1.087,-0.361,-39.856,67.017,22.766
0.413,-1.064,-0.361,-42.053,64.026,24.841
0.406,-1.036,-0.355,-38.574,64.636,28.809
0.390,-0.998,-0.360,-33.630,68.848,29.724
0.391,-0.989,-0.377,-23.254,76.111,26.367
0.437,-0.998,-0.411,-19.775,74.951,21.973
0.477,-1.016,-0.423,-19.592,58.838,11.719
0.541,-1.005,-0.414,-21.362,46.082,7.507
0.555,-0.974,-0.385,-22.522,33.264,4.517
0.556,-0.932,-0.344,-18.799,14.893,1.892
0.529,-0.816,-0.257,-14.404,9.949,1.221
0.512,-0.754,-0.217,-5.798,4.700,-0.183
0.477,-0.636,-0.151,-2.441,2.502,-1.099
0.459,-0.578,-0.120,0.488,-3.601,-4.150
0.418,-0.470,-0.064,-1.221,-8.057,-6.348
0.394,-0.423,-0.038,-5.188,-14.282,-8.972
0.369,-0.379,-0.009,-18.311,-29.480,-16.541
0.315,-0.304,0.050,-24.902,-35.217,-22.034
0.290,-0.277,0.071,-33.142,-37.598,-37.537
0.266,-0.270,0.093,-34.607,-33.752,-46.021
0.252,-0.280,0.088,-31.677,-20.813,-56.519
0.192,-0.255,0.070,-27.954,-14.038,-58.838
0.145,-0.225,0.061,-24.231,-8.118,-61.707
0.093,-0.202,0.045,-18.799,-0.183,-74.097
-0.022,-0.185,-0.000,-16.968,1.038,-83.557
-0.087,-0.201,-0.022,-13.489,-1.038,-110.352
-0.211,-0.352,-0.063,-9.521,-1.770,-128.784
-0.261,-0.497,-0.083,8.667,3.784,-170.166
-0.322,-0.869,-0.110,20.996,10.132,-187.988
-0.344,-1.050,-0.107,31.860,17.395,-200.256
-0.371,-1.211,-0.101,34.485,26.489,-205.688
-0.448,-1.480,-0.132,20.447,24.597,-203.369
-0.494,-1.614,-0.171,-30.029,5.127,-198.853
-0.578,-1.862,-0.253,-56.396,-6.348,-195.312
-0.623,-1.962,-0.294,-92.163,-10.071,-177.917
-0.697,-2.049,-0.382,-97.351,0.305,-164.246
-0.708,-2.036,-0.427,-83.130,41.138,-134.766
-0.673,-1.972,-0.531,-66.284,69.397,-119.995
-0.639,-1.928,-0.590,-43.945,100.220,-104.614
-0.599,-1.864,-0.647,10.742,155.945,-70.313
-0.508,-1.670,-0.737,38.696,174.072,-51.819
-0.465,-1.558,-0.751,87.524,179.016,-17.517
-0.383,-1.320,-0.659,105.103,166.077,-4.333
-0.344,-1.220,-0.561,117.737,123.169,11.414
-0.276,-1.085,-0.360,112.915,98.877,15.686
-0.245,-1.027,-0.274,102.051,74.524,18.738
-0.217,-0.970,-0.200,67.627,31.067,22.522
-0.177,-0.855,-0.086,48.462,14.465,23.560
-0.164,-0.804,-0.046,16.418,-3.662,23.865
-0.146,-0.736,-0.005,5.493,-6.226,23.621
-0.143,-0.715,0.010,-6.592,-4.395,23.193
-0.153,-0.688,0.045,-7.996,-0.366,22.827
-0.164,-0.681,0.060,-7.263,5.615,22.461
-0.180,-0.682,0.076,-3.357,21.057,22.400
-0.226,-0.706,0.112,-2.014,30.029,22.583
-0.264,-0.730,0.126,-3.418,50.171,23.254
-0.378,-0.792,0.148,-5.798,61.646,23.193
-0.442,-0.835,0.152,-8.911,74.890,22.217
-0.509,-0.891,0.151,-17.395,111.084,19.409
-0.665,-1.049,0.116,-21.240,136.230,17.700
-0.746,-1.149,0.073,-21.484,200.928,14.343
-0.879,-1.337,-0.060,-16.663,238.892,13.672
-0.909,-1.416,-0.150,-2.625,317.139,15.503
-0.895,-1.510,-0.341,4.089,352.417,18.188
-0.855,-1.511,-0.446,10.376,382.629,21.729
-0.788,-1.478,-0.559,26.917,422.668,31.067
-0.585,-1.299,-0.761,39.734,429.626,37.842
-0.479,-1.186,-0.840,72.144,414.307,57.678
-0.319,-0.991,-0.924,88.806,392.029,70.923
-0.266,-0.894,-0.932,115.417,319.214,99.854
-0.195,-0.680,-0.863,117.737,269.531,111.267
-0.173,-0.582,-0.787,108.765,213.013,117.981
-0.162,-0.490,-0.693,62.561,91.919,114.075
-0.167,-0.348,-0.487,31.616,34.241,103.699
-0.171,-0.314,-0.376,-23.193,-58.594,72.571
-0.153,-0.360,-0.128,-37.720,-88.379,54.932
-0.121,-0.431,0.035,-37.415,-103.455,27.039
-0.048,-0.607,0.359,-27.832,-84.839,19.348
-0.006,-0.718,0.471,-15.808,-50.659,15.015
0.038,-0.856,0.526,4.395,38.879,13.916
0.135,-1.161,0.463,7.324,78.430,16.418
0.191,-1.306,0.373,-2.258,122.864,23.376
0.290,-1.577,0.171,-12.512,129.028,26.550
0.330,-1.709,0.090,-24.475,130.676,30.945
0.350,-1.808,0.017,-43.457,140.747,49.438
0.333,-1.835,-0.140,-45.837,152.954,62.500
0.294,-1.774,-0.236,-31.677,181.519,88.074
0.209,-1.585,-0.410,-15.625,189.636,97.473
0.198,-1.499,-0.452,21.240,177.185,108.093
0.218,-1.346,-0.397,34.424,156.860,112.000
0.215,-1.250,-0.325,40.527,131.775,115.417
0.199,-1.130,-0.245,34.485,84.045,118.530
0.147,-0.864,-0.090,28.564,66.833,118.103
0.117,-0.715,-0.032,21.362,45.410,114.441
0.071,-0.424,0.053,17.456,36.926,110.352
0.056,-0.309,0.087,11.719,28.137,103.882
0.046,-0.213,0.124,-2.625,12.695,85.144
0.034,-0.066,0.206,-8.911,9.155,74.158
0.029,-0.013,0.246,-14.282,19.348,48.462
0.031,0.042,0.274,-11.719,34.912,32.837
0.052,0.012,0.246,-6.042,55.298,15.381
0.094,-0.076,0.201,10.803,96.802,-19.470
0.247,-0.404,0.127,20.142,115.479,-33.813
0.345,-0.628,0.070,32.043,154.785,-50.842
0.568,-1.126,-0.179,30.823,170.532,-54.199
0.681,-1.377,-0.368,23.437,177.185,-55.054
0.777,-1.605,-0.578,-1.038,154.724,-48.340
0.903,-1.913,-0.942,-7.751,127.563,-39.429
0.924,-1.964,-1.028,9.949,59.082,-3.296
0.798,-1.843,-0.904,32.227,27.710,23.682
0.656,-1.675,-0.754,78.308,-13.855,72.754
0.365,-1.300,-0.446,92.468,-26.794,85.937
0.270,-1.150,-0.321,99.609,-37.354,90.820
0.214,-1.018,-0.217,95.764,-52.124,85.022
0.167,-0.782,-0.081,85.510,-55.237,78.796
0.150,-0.678,-0.048,60.242,-55.542,63.782
0.130,-0.507,-0.023,49.377,-54.993,54.565
0.135,-0.470,-0.023,34.424,-53.467,32.471
0.185,-0.484,-0.020,32.532,-49.927,21.729
0.222,-0.504,-0.019,34.180,-43.396,13.062
0.779,-1.433,-0.730,-42.603,-15.381,-27.710
0.825,-1.522,-0.759,-42.480,-37.659,-4.944
0.791,-1.483,-0.651,-31.982,-43.152,14.771
0.711,-1.373,-0.549,1.465,-34.912,49.744
0.549,-1.138,-0.365,16.907,-25.818,58.655
0.501,-1.047,-0.308,27.466,-18.311,62.622
0.474,-0.963,-0.261,30.701,-14.648,66.040
0.420,-0.776,-0.143,25.391,-16.174,69.214
0.379,-0.673,-0.082,13.245,-12.634,74.951
0.306,-0.499,-0.007,10.193,-5.554,74.768
0.290,-0.436,0.008,9.827,3.845,72.449
0.279,-0.381,0.017,12.024,20.935,66.895
0.238,-0.276,0.032,11.902,25.818,64.148
0.217,-0.229,0.042,9.338,30.090,54.871
0.208,-0.151,0.088,8.850,32.776,48.767
0.208,-0.141,0.109,10.376,51.758,35.034
0.226,-0.228,0.037,9.705,68.604,24.048
0.283,-0.338,-0.088,4.761,83.801,8.301
0.383,-0.515,-0.260,-28.198,85.999,-31.738
0.688,-1.052,-0.624,-53.833,71.899,-48.645
0.861,-1.322,-0.765,-93.445,36.560,-52.917
1.104,-1.643,-0.919,-93.567,26.184,-36.316
1.129,-1.641,-0.931,-75.989,24.536,-9.827
1.076,-1.525,-0.898,-7.446,36.560,51.697
0.843,-1.132,-0.698,24.536,40.710,73.975
0.738,-0.961,-0.577,52.368,34.302,88.318
0.612,-0.747,-0.391,46.753,25.208,85.876
0.578,-0.679,-0.328,12.878,7.874,74.585
0.531,-0.589,-0.245,-5.249,4.089,68.176
0.514,-0.560,-0.229,-19.470,4.761,62.256
0.498,-0.533,-0.225,-33.936,13.306,53.345
0.458,-0.485,-0.228,-35.889,17.273,49.744
0.440,-0.465,-0.227,-35.278,20.935,40.100
0.419,-0.467,-0.208,-34.912,20.630,33.875
0.423,-0.484,-0.188,-35.950,19.287,27.832
0.425,-0.497,-0.166,-43.091,15.686,19.958
0.407,-0.495,-0.120,-48.218,14.587,17.395
0.391,-0.492,-0.101,-58.350,15.381,10.986
0.358,-0.525,-0.086,-63.049,17.639,6.409
0.361,-0.567,-0.086,-71.411,29.541,-5.981
0.432,-0.707,-0.159,-75.134,39.795,-12.817
0.488,-0.780,-0.218,-78.735,49.805,-16.846
0.534,-0.817,-0.264,-80.750,60.730,-6.287
0.559,-0.772,-0.308,-75.439,63.599,4.333
0.545,-0.728,-0.318,-58.167,69.946,17.395
0.537,-0.710,-0.365,-52.734,72.693,15.930
0.571,-0.762,-0.418,-54.382,71.716,2.075
0.704,-0.944,-0.548,-59.875,66.895,-4.517
0.776,-1.033,-0.610,-65.186,61.035,-7.812
0.834,-1.094,-0.660,-61.707,53.284,0.732
0.869,-1.079,-0.712,-50.476,52.307,10.864
0.842,-1.013,-0.704,-15.930,49.194,27.771
0.762,-0.863,-0.608,1.831,44.312,30.518
0.735,-0.809,-0.535,24.536,28.320,28.931
0.693,-0.718,-0.389,27.466,19.226,28.564
0.666,-0.663,-0.328,26.062,11.169,28.992
0.633,-0.600,-0.280,20.325,-0.183,28.931
0.575,-0.481,-0.217,19.653,-3.906,27.100
0.559,-0.439,-0.195,22.278,-10.620,21.667
0.530,-0.379,-0.150,23.926,-14.160,18.677
0.517,-0.363,-0.128,25.452,-17.090,15.076
0.510,-0.353,-0.108,29.541,-18.738,6.958
0.496,-0.328,-0.075,31.799,-18.005,4.272
0.478,-0.312,-0.069,33.813,-15.503,-0.916
0.444,-0.304,-0.089,33.447,-14.038,-6.226
0.443,-0.326,-0.118,33.997,-10.132,-22.339
0.495,-0.429,-0.212,35.767,-8.484,-29.846
0.534,-0.483,-0.263,37.720,-8.301,-34.485
0.564,-0.515,-0.306,40.894,-12.695,-33.569
0.564,-0.481,-0.353,43.823,-16.541,-29.663
0.531,-0.424,-0.346,55.176,-24.597,-23.621
0.436,-0.300,-0.281,61.890,-28.442,-23.987
0.392,-0.252,-0.229,70.129,-39.490,-29.602
0.305,-0.231,-0.110,71.472,-43.518,-34.363
0.273,-0.287,-0.060,73.669,-40.161,-41.321
0.277,-0.393,-0.035,78.247,-8.057,-55.298
0.404,-0.702,-0.157,66.772,10.864,-62.134
0.488,-0.867,-0.296,7.263,29.114,-78.003
0.623,-1.125,-0.635,-25.330,30.396,-82.520
0.676,-1.224,-0.807,-69.397,26.062,-83.740
0.767,-1.398,-1.119,-75.989,20.691,-84.473
0.830,-1.464,-1.242,-69.519,14.099,-84.839
0.893,-1.506,-1.316,-31.006,-5.066,-67.810
0.893,-1.513,-1.330,-4.883,-19.958,-49.316
0.825,-1.435,-1.252,32.288,-66.467,-10.925
0.622,-1.205,-0.960,33.508,-91.492,-0.671
0.542,-1.087,-0.796,17.883,-128.601,6.042
0.439,-0.892,-0.504,11.108,-137.085,7.385
0.402,-0.816,-0.387,7.446,-138.489,9.216
0.371,-0.752,-0.286,5.859,-125.671,13.428
0.322,-0.649,-0.139,5.066,-114.075,14.709
0.308,-0.608,-0.100,-3.113,-87.585,15.259
0.287,-0.539,-0.075,-9.888,-75.317,14.771
0.276,-0.508,-0.075,-23.499,-54.382,13.855
0.235,-0.449,-0.087,-28.564,-45.471,13.489
0.209,-0.421,-0.087,-31.189,-36.926,12.207
0.184,-0.402,-0.083,-26.428,-16.724,5.371
0.158,-0.409,-0.079,-20.691,-4.150,0.610
0.163,-0.435,-0.084,-10.071,23.071,-10.437
0.217,-0.555,-0.121,-7.202,36.316,-15.625
0.265,-0.630,-0.153,-10.376,57.129,-18.372
0.383,-0.778,-0.224,-17.212,63.171,-14.771
0.455,-0.869,-0.247,-25.940,66.711,-7.874
0.634,-1.100,-0.298,-42.542,78.430,15.625
0.730,-1.205,-0.356,-49.988,89.233,33.386
0.801,-1.256,-0.450,-71.533,109.802,74.524
0.808,-1.177,-0.700,-83.557,112.793,88.745
0.793,-1.097,-0.796,-87.158,100.952,93.994
0.795,-0.977,-0.866,-76.355,90.088,90.698
0.773,-0.935,-0.845,-61.707,77.026,88.806
0.723,-0.887,-0.786,-34.058,45.166,90.210
0.594,-0.768,-0.600,-25.024,29.297,90.332
0.536,-0.713,-0.518,-19.592,5.981,84.595
0.453,-0.633,-0.415,-19.836,-0.854,78.674
0.425,-0.605,-0.383,-18.738,-7.996,63.232
0.375,-0.574,-0.336,-15.747,-8.606,54.138
0.346,-0.554,-0.316,-10.010,-7.263,43.640
0.311,-0.534,-0.292,10.071,-0.061,14.221
0.301,-0.575,-0.214,23.193,6.226,-4.456
0.359,-0.647,-0.160,55.298,28.625,-35.461
0.570,-0.805,-0.040,72.876,47.424,-42.114
0.694,-0.889,-0.010,97.839,103.577,-40.466
0.905,-1.058,-0.145,96.680,135.437,-34.851
0.961,-1.071,-0.339,82.397,160.095,-27.161
0.980,-1.008,-0.564,26.062,155.762,-16.418
0.993,-0.808,-0.880,-1.526,125.916,-17.883
1.007,-0.750,-0.931,-23.743,50.537,-22.339
0.989,-0.679,-0.876,-15.747,21.118,-17.761
0.938,-0.633,-0.809,1.099,1.587,-8.179
0.772,-0.507,-0.652,43.640,-18.372,12.817
0.679,-0.450,-0.580,59.387,-27.344,18.066
0.593,-0.408,-0.524,67.566,-55.542,16.174
0.456,-0.341,-0.432,62.378,-73.914,12.329
0.397,-0.305,-0.384,45.654,-108.459,3.967
0.290,-0.250,-0.299,38.269,-121.460,-1.465
0.248,-0.236,-0.262,33.630,-131.348,-8.484
0.211,-0.229,-0.226,33.203,-141.907,-26.245
0.132,-0.232,-0.156,36.499,-142.395,-36.804
0.097,-0.253,-0.123,47.546,-134.338,-61.829
0.077,-0.388,-0.064,53.650,-126.465,-74.158
0.093,-0.477,-0.040,59.509,-106.201,-90.088
0.121,-0.580,0.008,56.641,-93.872,-94.971
0.122,-0.589,0.018,49.622,-78.796,-101.562
0.121,-0.604,-0.000,27.283,-40.894,-127.930
0.153,-0.719,-0.158,14.832,-21.912,-146.851
0.202,-0.827,-0.276,-6.531,2.686,-186.523
0.409,-1.174,-0.478,-14.954,6.409,-200.073
0.552,-1.359,-0.545,-29.419,0.366,-193.420
0.782,-1.593,-0.614,-34.668,-4.333,-172.424
0.841,-1.631,-0.651,-36.865,-5.676,-143.127
0.822,-1.479,-0.745,-28.564,-0.549,-74.158
0.753,-1.331,-0.774,0.488,-5.371,-15.808
0.574,-1.020,-0.696,22.949,-17.334,4.883
0.479,-0.893,-0.583,61.768,-52.551,30.579
0.323,-0.747,-0.320,72.266,-68.359,35.950
0.276,-0.697,-0.193,78.613,-83.618,39.490
0.221,-0.579,0.021,75.500,-80.688,40.100
0.202,-0.512,0.087,69.275,-70.801,39.856
0.184,-0.458,0.121,53.589,-36.377,34.241
0.146,-0.404,0.094,46.692,-17.395,28.687
0.121,-0.403,0.052,35.217,11.414,10.986
0.091,-0.483,-0.057,30.334,20.386,-2.625
0.121,-0.584,-0.115,25.879,26.611,-18.127
0.238,-0.820,-0.239,19.226,34.546,-41.870
0.282,-0.907,-0.299,17.273,37.720,-47.424
0.302,-0.968,-0.360,17.395,47.485,-55.725
0.306,-1.057,-0.510,20.447,54.443,-62.134
0.321,-1.109,-0.608,25.818,60.974,-77.026
0.393,-1.267,-0.808,24.841,53.711,-82.397
0.451,-1.361,-0.874,23.499,38.147,-83.618
0.513,-1.431,-0.895,21.729,-2.380,-68.237
0.558,-1.433,-0.851,20.996,-17.700,-53.528
0.538,-1.384,-0.823,26.978,-30.884,-25.940
0.495,-1.297,-0.817,35.156,-33.508,-16.296
0.485,-1.261,-0.843,56.152,-45.959,0.427
0.481,-1.157,-0.938,67.627,-60.181,9.888
0.448,-1.115,-0.931,76.782,-77.942,18.921
0.376,-1.106,-0.869,100.830,-108.948,34.485
0.302,-1.012,-0.504,115.601,-112.732,39.978
0.319,-0.944,-0.292,121.338,-76.355,46.326
0.370,-0.750,-0.150,108.276,-46.509,47.607
0.381,-0.666,-0.230,62.195,-7.690,44.189
0.374,-0.569,-0.427,40.588,-4.272,41.016
0.369,-0.528,-0.471,25.269,-7.568,37.537
0.370,-0.499,-0.467,12.390,-19.287,29.541
0.373,-0.495,-0.387,11.047,-23.315,26.672
0.376,-0.483,-0.341,8.972,-24.841,28.259
0.366,-0.409,-0.233,7.019,-21.057,32.104
0.349,-0.353,-0.186,0.793,-3.052,39.551
0.323,-0.265,-0.153,-3.967,8.728,40.100
0.321,-0.258,-0.167,-9.521,19.287,38.696
0.323,-0.264,-0.191,-19.226,33.020,37.292
0.307,-0.250,-0.247,-23.193,36.560,38.696
0.278,-0.236,-0.252,-29.907,43.823,41.443
0.199,-0.241,-0.224,-33.142,52.124,41.077
0.164,-0.266,-0.247,-38.269,64.697,38.025
0.161,-0.321,-0.316,-58.655,94.543,20.630
0.290,-0.468,-0.591,-76.416,107.727,9.155
0.393,-0.543,-0.825,-120.117,120.239,-10.681
0.606,-0.702,-1.430,-130.066,115.112,-15.442
0.689,-0.735,-1.659,-96.619,82.336,-9.949
