aX,aY,aZ,gX,gY,gZ
0.037,-0.566,-0.034,-5.981,25.635,-66.895
0.019,-0.538,-0.073,-9.216,-0.244,-42.603
0.146,-0.392,0.160,0.000,-9.827,-31.250
0.222,-0.327,0.293,18.250,4.456,-16.907
0.271,-0.221,0.326,20.874,21.606,-9.827
0.251,-0.187,0.277,18.250,36.316,-1.587
0.224,-0.183,0.224,11.841,45.593,17.578
0.179,-0.207,0.134,9.949,42.480,28.381
0.162,-0.248,0.068,3.967,37.537,44.495
0.179,-0.354,-0.034,2.197,36.865,49.011
0.201,-0.386,-0.042,1.831,37.720,51.331
0.215,-0.424,-0.052,3.845,47.424,48.706
0.227,-0.621,-0.133,3.479,53.040,45.532
0.233,-0.780,-0.201,1.953,54.810,46.387
0.281,-1.031,-0.327,6.775,46.753,53.528
0.344,-1.066,-0.288,15.747,20.386,72.815
0.456,-0.969,-0.111,12.024,13.855,73.792
0.464,-0.948,-0.111,2.197,14.648,62.256
0.465,-1.002,-0.178,-21.729,24.353,10.559
0.516,-1.316,-0.288,-24.292,27.649,-15.747
0.564,-1.460,-0.276,-19.348,27.893,-39.978
0.649,-1.538,-0.225,-16.785,29.297,-38.086
0.647,-1.471,-0.241,-12.512,33.630,-32.654
0.622,-1.399,-0.263,-8.545,38.086,-22.278
0.576,-1.302,-0.248,-9.216,32.654,-15.076
0.559,-1.228,-0.173,-7.019,11.658,-4.395
0.529,-1.114,-0.065,-9.705,5.798,-8.179
0.520,-1.115,-0.084,-22.217,6.836,-29.053
0.511,-1.133,-0.134,-24.780,7.812,-35.095
0.515,-1.093,-0.105,-24.719,7.141,-32.532
0.490,-0.891,-0.002,-22.339,5.493,-9.583
0.450,-0.771,0.028,-19.165,5.554,1.526
0.392,-0.688,0.026,-14.832,6.836,13.123
0.311,-0.666,-0.027,-12.451,5.615,14.648
0.318,-0.699,-0.035,-10.437,-1.465,14.099
0.396,-0.791,-0.002,-12.329,-3.235,13.123
0.431,-0.852,-0.008,-15.442,-1.526,11.719
0.440,-0.912,-0.045,-22.217,7.141,8.240
0.408,-0.991,-0.140,-24.231,10.132,5.432
0.392,-1.009,-0.169,-26.550,9.277,-2.136
0.390,-1.027,-0.163,-27.222,5.798,-4.883
0.403,-1.020,-0.135,-27.649,-0.061,-5.249
0.453,-1.022,-0.082,-27.283,-0.610,-2.991
0.463,-1.010,-0.065,-26.611,0.610,0.671
0.463,-0.988,-0.051,-23.071,7.446,5.310
0.435,-0.970,-0.105,-20.630,11.719,4.333
0.419,-0.981,-0.162,-14.771,11.597,2.380
0.443,-0.994,-0.201,-11.475,6.531,3.967
0.454,-0.961,-0.175,-9.155,-2.441,9.460
0.431,-0.871,-0.113,-9.644,-2.930,10.803
0.410,-0.846,-0.109,-9.949,-1.038,11.230
0.386,-0.830,-0.120,-9.521,3.357,10.559
0.361,-0.822,-0.138,-8.972,4.028,9.766
0.368,-0.836,-0.136,-8.789,2.991,10.193
0.389,-0.863,-0.112,-8.911,2.808,10.742
0.398,-0.871,-0.107,-8.118,6.470,9.277
0.405,-0.892,-0.142,-8.057,9.094,7.507
0.399,-0.897,-0.161,-8.545,10.864,5.737
0.400,-0.914,-0.174,-9.888,9.888,4.333
0.396,-0.933,-0.158,-11.658,7.812,5.676
0.386,-0.917,-0.131,-14.282,5.859,8.179
0.370,-0.871,-0.068,-13.794,6.531,8.362
0.362,-0.844,-0.035,-11.536,9.644,6.653
0.358,-0.830,0.002,-11.353,12.268,3.906
0.367,-0.855,0.005,-11.475,15.076,0.793
0.380,-0.877,-0.001,-12.695,19.714,-1.770
0.393,-0.908,-0.033,-14.465,20.630,-1.221
0.399,-0.916,-0.045,-18.433,18.921,2.625
0.407,-0.934,-0.048,-20.142,17.761,4.822
0.402,-0.933,-0.038,-19.958,19.226,5.188
0.397,-0.937,-0.011,-18.188,21.729,2.625
0.401,-0.948,0.008,-16.418,23.804,0.183
0.413,-0.966,0.027,-15.320,24.475,-1.221
0.437,-1.012,0.053,-15.869,24.414,-1.587
0.442,-1.038,0.046,-17.273,26.306,-3.906
0.438,-1.068,0.004,-17.029,27.100,-4.517
0.434,-1.058,-0.010,-16.052,27.283,-4.272
0.425,-1.026,-0.016,-14.587,26.672,-1.404
0.367,-0.900,-0.016,-15.015,25.330,0.671
0.332,-0.828,-0.008,-15.686,20.142,3.601
0.283,-0.688,0.027,-15.564,17.761,2.563
0.261,-0.634,0.039,-18.066,16.296,-4.395
0.224,-0.595,0.038,-20.630,16.357,-8.606
0.200,-0.601,0.031,-23.254,15.747,-12.634
0.181,-0.623,0.019,-25.146,10.925,-20.264
0.181,-0.671,0.043,-24.780,7.996,-22.400
0.197,-0.688,0.056,-21.606,8.301,-23.987
0.245,-0.709,0.047,-18.921,11.597,-24.475
0.275,-0.718,0.032,-16.418,16.663,-24.536
0.322,-0.768,0.002,-17.151,17.700,-23.254
0.317,-0.778,-0.018,-19.470,18.005,-20.447
0.305,-0.782,-0.039,-18.799,14.954,-7.568
0.321,-0.758,-0.023,-13.062,11.780,2.686
0.336,-0.724,0.046,1.343,10.498,17.395
0.363,-0.866,0.162,5.066,12.146,18.005
0.409,-1.083,0.172,4.272,12.329,16.724
0.498,-1.326,0.160,-7.019,7.446,22.400
0.686,-1.609,0.110,-14.771,5.188,30.518
0.706,-1.623,0.086,-27.710,3.479,40.588
0.620,-1.569,0.149,-30.273,-0.916,41.077
0.612,-1.514,0.273,-5.493,-6.042,42.236
0.690,-1.369,0.394,9.521,-1.099,39.795
0.739,-1.347,0.378,16.785,5.615,32.410
0.758,-1.327,0.358,12.756,17.151,13.000
0.683,-1.310,0.264,8.850,22.034,4.944
0.607,-1.307,0.170,7.507,23.254,-6.226
0.479,-1.191,0.023,12.878,17.212,-11.108
0.455,-1.080,0.010,18.188,7.935,-15.991
0.433,-0.961,0.030,15.015,-8.179,-22.217
0.335,-0.789,0.056,12.207,-10.315,-25.208
0.304,-0.824,0.014,22.827,-5.371,-30.090
0.334,-1.090,-0.221,32.288,-6.348,-26.672
0.400,-1.238,-0.316,39.490,-30.396,-0.305
0.528,-1.280,-0.302,35.583,-48.218,18.738
0.530,-1.172,-0.227,30.762,-63.171,33.997
0.513,-1.048,-0.155,25.696,-68.298,33.203
0.517,-0.926,-0.120,25.391,-57.068,19.226
0.533,-0.913,-0.198,29.907,-24.475,-14.221
0.584,-0.960,-0.398,33.081,-12.695,-31.616
0.602,-0.993,-0.448,28.809,-2.319,-62.805
0.567,-0.931,-0.421,20.935,-2.930,-72.449
0.522,-0.860,-0.385,12.512,-6.409,-76.965
0.473,-0.784,-0.333,4.211,-16.479,-69.336
0.370,-0.528,-0.151,3.174,-21.057,-57.373
0.312,-0.364,-0.058,-5.005,-29.419,-28.625
0.185,-0.139,0.037,-13.184,-32.532,-18.066
0.780,-1.372,-0.209,12.573,-37.903,16.113
0.703,-1.126,-0.083,26.245,-20.081,19.287
0.527,-0.902,-0.059,34.424,1.587,8.789
0.479,-0.937,-0.185,42.480,22.217,-1.892
0.499,-1.051,-0.525,39.307,27.161,1.099
0.576,-1.057,-0.557,25.146,5.615,15.747
0.674,-0.988,-0.477,0.061,-42.603,40.527
0.831,-0.768,-0.217,-7.751,-53.101,39.978
0.852,-0.724,-0.142,-16.663,-45.776,20.630
0.756,-0.702,-0.115,-18.677,-34.363,11.658
0.665,-0.679,-0.133,-20.142,-22.461,5.249
0.558,-0.641,-0.169,-24.475,-7.446,-1.038
0.397,-0.594,-0.216,-24.231,-8.545,0.366
0.388,-0.615,-0.206,-13.245,-21.179,11.780
0.480,-0.687,-0.138,-8.362,-24.048,19.165
0.513,-0.702,-0.127,-0.183,-7.385,24.353
0.489,-0.743,-0.207,5.920,9.216,17.273
0.443,-0.781,-0.275,12.146,26.184,7.141
0.379,-0.798,-0.324,17.029,41.565,-1.404
0.281,-0.717,-0.270,14.343,37.720,1.587
0.256,-0.644,-0.211,2.930,25.269,5.859
0.237,-0.517,-0.158,-0.366,20.203,2.441
0.260,-0.503,-0.154,-0.061,12.878,-11.108
0.326,-0.557,-0.125,1.770,11.169,-16.602
0.354,-0.590,-0.100,3.479,12.329,-20.325
0.372,-0.624,-0.102,5.127,24.109,-24.170
0.385,-0.724,-0.222,6.042,29.602,-23.132
0.397,-0.785,-0.311,6.653,23.132,-11.108
0.415,-0.789,-0.375,5.554,12.390,-2.625
0.408,-0.717,-0.323,3.357,1.709,3.479
0.399,-0.653,-0.249,-2.502,-1.892,-1.099
0.383,-0.685,-0.213,-2.563,7.446,-10.132
0.410,-0.773,-0.271,5.737,28.503,-24.109
0.584,-0.996,-0.414,12.756,33.508,-26.001
0.713,-1.121,-0.463,24.841,34.058,-20.874
0.880,-1.239,-0.499,24.536,33.325,-15.320
0.902,-1.221,-0.504,20.142,35.156,-13.062
0.900,-1.213,-0.516,-0.244,48.523,-24.719
0.875,-1.327,-0.564,-10.071,55.298,-32.166
0.870,-1.412,-0.579,-17.334,58.838,-32.043
0.955,-1.613,-0.597,-17.517,54.687,-23.987
1.018,-1.689,-0.572,-20.447,39.001,3.418
1.034,-1.706,-0.500,-22.827,34.668,17.395
0.981,-1.632,-0.481,-26.306,33.691,28.015
0.898,-1.539,-0.461,-34.180,37.048,32.043
0.760,-1.495,-0.437,-36.804,37.842,26.978
0.708,-1.535,-0.444,-39.917,30.029,21.606
0.612,-1.525,-0.477,-37.476,20.203,25.452
0.578,-1.429,-0.441,-22.034,-12.695,43.518
0.547,-1.083,-0.205,-13.977,-31.799,52.063
0.542,-0.890,-0.074,-9.155,-48.157,55.603
0.528,-0.744,0.027,-8.728,-71.106,42.480
0.437,-0.563,0.154,-10.010,-78.125,29.907
0.378,-0.525,0.158,-4.089,-81.055,-2.197
0.295,-0.466,0.154,4.944,-78.674,-18.921
0.307,-0.445,0.209,16.907,-71.045,-35.767
0.194,-0.479,0.079,20.386,-42.297,-57.129
0.091,-0.443,0.004,16.663,-35.217,-52.368
0.025,-0.370,0.007,18.494,-39.368,-26.978
0.045,-0.209,0.160,24.963,-36.377,-16.174
0.066,-0.130,0.195,36.926,-12.390,0.671
0.055,0.034,0.178,34.668,-2.197,7.568
0.018,0.120,0.156,26.184,3.296,12.512
-0.018,0.165,0.112,10.803,4.761,13.611
0.007,0.113,0.084,9.399,3.662,12.268
0.037,0.072,0.092,9.277,8.301,10.681
0.049,0.001,0.015,9.766,12.939,8.240
0.058,-0.052,-0.034,10.681,16.663,3.052
0.092,-0.137,-0.073,13.489,19.897,-10.986
0.224,-0.385,-0.172,15.442,18.860,-15.625
0.294,-0.509,-0.215,15.320,11.047,-13.245
0.386,-0.702,-0.235,10.193,7.935,-5.859
0.429,-0.830,-0.250,3.235,7.324,3.845
0.494,-1.012,-0.296,-2.869,5.188,20.142
0.662,-1.353,-0.444,-0.977,3.540,23.010
0.739,-1.449,-0.514,10.376,7.751,11.292
0.825,-1.445,-0.492,15.808,12.695,2.197
0.846,-1.358,-0.397,12.756,29.419,-7.019
0.859,-1.187,-0.175,7.690,42.847,-11.841
0.831,-1.192,-0.138,1.343,59.265,-21.240
0.807,-1.304,-0.216,-6.836,80.017,-48.401
1.008,-1.809,-0.492,-6.775,71.289,-53.650
1.179,-2.021,-0.485,-8.850,32.715,-20.630
1.126,-1.723,-0.164,-10.437,24.048,12.939
0.876,-1.307,-0.019,-8.484,41.504,53.040
0.517,-0.817,0.080,-6.897,56.152,47.302
0.538,-0.880,0.029,-7.080,68.298,33.020
0.623,-1.089,-0.076,-16.846,70.313,14.465
0.778,-1.598,-0.273,-26.306,54.260,20.142
0.850,-1.727,-0.214,-25.452,12.451,48.950
0.857,-1.618,0.042,-17.700,2.930,58.777
0.769,-1.444,0.111,-9.460,-0.061,61.401
0.667,-1.256,0.150,2.075,-3.174,47.119
0.489,-0.949,0.174,0.977,-3.235,33.875
0.398,-0.811,0.146,-5.432,1.709,6.470
0.220,-0.558,0.027,-1.465,3.479,-5.554
0.152,-0.454,-0.019,19.958,3.845,-23.621
0.049,-0.304,-0.045,28.137,3.418,-30.884
0.013,-0.260,-0.030,31.555,2.197,-38.452
-0.011,-0.234,0.012,26.672,-0.977,-54.810
-0.006,-0.203,0.127,20.142,-1.770,-62.134
0.002,-0.194,0.155,5.249,-0.671,-71.533
0.050,-0.233,0.115,1.526,0.122,-72.632
0.081,-0.282,0.065,2.441,1.404,-69.397
0.111,-0.340,-0.007,6.592,-0.854,-42.664
0.169,-0.348,-0.051,2.014,-10.376,-16.296
0.205,-0.305,0.002,-16.052,-31.982,35.950
0.290,-0.278,0.081,-22.705,-34.180,48.157
0.319,-0.345,0.052,-26.123,-18.433,38.818
0.392,-0.656,-0.079,-22.400,-7.446,29.114
0.450,-0.873,-0.142,-14.771,-0.366,26.672
0.530,-1.071,-0.160,8.850,-10.925,55.664
0.726,-1.346,-0.128,12.268,-22.888,77.454
0.792,-1.432,-0.199,-10.925,-42.419,100.403
0.774,-1.484,-0.393,-26.733,-48.828,94.421
0.806,-1.483,-0.341,-35.339,-52.307,53.833
0.931,-1.447,-0.038,-31.616,-45.776,28.992
0.933,-1.423,0.055,-30.090,-33.875,9.705
0.874,-1.354,0.094,-30.334,-16.357,-2.625
0.659,-1.067,0.094,-26.733,-13.000,-3.479
0.583,-0.931,0.077,-12.329,-1.221,-14.160
0.539,-0.807,0.030,-3.418,5.005,-23.682
0.559,-0.821,0.010,11.536,3.784,-36.804
0.642,-0.897,0.001,14.343,-4.822,-35.950
0.677,-0.909,0.051,13.550,-15.930,-30.334
0.689,-0.898,0.117,2.075,-28.137,-11.719
0.616,-0.851,0.137,-2.380,-24.292,-3.174
0.534,-0.808,0.060,0.549,-5.981,6.897
0.389,-0.718,-0.052,4.028,-0.427,6.409
0.352,-0.687,-0.047,7.874,0.610,3.479
0.358,-0.683,-0.008,9.827,-8.240,-0.305
0.435,-0.731,0.105,5.371,-14.771,1.526
0.483,-0.771,0.140,-8.362,-20.081,6.836
0.572,-0.870,0.121,-13.062,-16.724,5.493
0.591,-0.918,0.089,-17.944,-4.333,-2.380
0.605,-1.023,0.004,-19.470,1.465,-4.761
0.599,-1.050,-0.035,-20.447,6.470,-6.165
0.574,-1.041,-0.051,-21.606,14.465,-9.094
0.497,-0.986,-0.025,-21.179,17.090,-9.277
0.473,-0.946,-0.005,-17.761,22.339,-6.165
0.439,-0.851,-0.003,-18.127,25.269,-5.249
0.428,-0.819,-0.002,-17.273,25.635,-3.662
0.419,-0.784,0.006,-14.465,23.682,-2.319
0.425,-0.776,-0.005,-9.155,22.095,-2.747
0.437,-0.779,-0.021,1.099,22.827,-9.888
0.463,-0.785,-0.037,1.526,23.987,-13.123
0.475,-0.821,-0.053,-5.066,24.475,-16.663
0.477,-0.916,-0.096,-7.629,23.499,-15.625
0.460,-0.916,-0.115,-8.667,19.043,-9.216
0.449,-0.895,-0.110,-9.094,16.052,-6.226
0.966,-1.634,-0.149,20.630,7.446,-1.343
0.926,-1.578,-0.088,42.053,-11.536,22.644
0.812,-1.277,0.089,52.307,-10.498,24.292
0.766,-1.160,0.096,58.350,8.667,2.014
0.744,-1.108,0.029,56.091,16.479,-7.751
0.729,-1.082,-0.178,52.185,13.733,-4.028
0.697,-0.991,-0.236,38.696,-27.527,37.415
0.681,-0.616,-0.057,28.809,-51.941,54.199
0.674,-0.429,0.056,7.568,-61.401,41.748
0.554,-0.210,0.084,1.587,-48.462,17.944
0.494,-0.229,0.050,0.061,-33.508,-9.094
0.463,-0.292,0.029,2.625,-8.057,-53.955
0.417,-0.380,0.026,1.160,6.104,-68.665
0.382,-0.471,-0.054,-12.573,25.940,-65.918
0.314,-0.584,-0.257,-20.447,19.531,-40.161
0.315,-0.498,-0.232,-23.926,4.456,-7.141
0.384,-0.270,-0.049,-16.907,-13.062,33.020
0.391,-0.200,-0.012,-13.733,-5.188,34.363
0.371,-0.167,-0.025,-9.338,21.973,14.587
0.356,-0.273,-0.062,-9.888,30.518,4.272
0.385,-0.390,-0.053,-15.320,34.546,7.812
0.435,-0.562,-0.078,-18.494,31.250,21.179
0.438,-0.556,-0.090,-19.226,24.292,38.025
0.436,-0.495,-0.076,-10.681,8.179,62.805
0.489,-0.372,0.030,-5.493,5.493,64.697
0.546,-0.411,0.054,2.502,17.334,51.880
0.667,-0.684,-0.047,5.493,23.804,46.387
0.724,-0.821,-0.092,5.188,22.278,53.528
0.864,-0.947,-0.098,2.869,17.578,62.317
0.919,-0.939,-0.081,0.732,13.794,69.519
0.939,-0.884,-0.064,3.967,17.334,64.148
0.938,-0.785,-0.040,11.353,26.978,47.852
0.953,-0.801,-0.048,27.771,51.575,8.423
0.997,-0.971,-0.129,33.508,59.204,-1.648
0.996,-1.061,-0.224,36.133,59.082,1.221
0.976,-1.097,-0.304,34.485,26.550,37.903
0.990,-0.959,-0.210,33.569,0.916,55.420
1.012,-0.817,-0.065,28.931,-31.433,58.777
1.020,-0.638,0.125,23.071,-32.227,47.424
0.990,-0.606,0.109,17.395,-26.733,33.691
0.948,-0.594,0.055,10.315,-14.343,5.554
0.931,-0.634,-0.004,8.606,-8.728,-6.653
0.937,-0.671,-0.040,3.357,4.639,-20.996
0.893,-0.740,-0.203,-2.319,9.583,-21.912
0.832,-0.726,-0.277,-15.137,8.362,-17.212
0.694,-0.659,-0.362,-13.062,4.395,-17.883
0.663,-0.604,-0.344,0.366,-1.221,-19.958
0.684,-0.541,-0.267,24.109,-12.390,-23.621
0.783,-0.543,-0.123,24.048,-12.024,-26.123
0.849,-0.609,-0.091,27.283,-3.052,-20.630
0.884,-0.593,-0.145,27.100,-0.427,-11.108
0.834,-0.540,-0.199,7.080,-3.357,-3.174
0.739,-0.516,-0.232,-0.549,-5.859,-6.958
0.702,-0.513,-0.219,-2.991,-7.690,-11.230
0.654,-0.484,-0.203,-4.456,-10.437,-12.878
0.552,-0.369,-0.154,-6.165,-11.536,-13.428
0.521,-0.328,-0.104,-11.108,-7.385,-19.897
0.537,-0.387,-0.064,-13.550,-0.793,-21.362
0.565,-0.450,-0.104,-16.418,11.475,-12.512
0.606,-0.541,-0.232,-15.808,14.404,-7.019
0.644,-0.567,-0.253,-9.338,15.015,-3.662
0.716,-0.595,-0.226,-6.836,15.991,-5.249
0.728,-0.615,-0.234,-6.775,17.456,-7.324
0.729,-0.637,-0.243,-11.047,12.939,-7.874
0.740,-0.659,-0.195,-14.771,6.226,-5.127
0.756,-0.658,-0.141,-23.376,-4.700,-1.404
0.774,-0.645,-0.078,-24.658,-3.235,-4.211
0.774,-0.631,-0.088,-17.151,11.963,-22.034
0.788,-0.707,-0.163,-11.719,22.400,-34.119
0.788,-0.760,-0.220,-7.874,32.043,-42.908
0.765,-0.784,-0.286,-7.629,38.940,-42.725
0.707,-0.781,-0.363,-10.437,33.936,-35.400
0.701,-0.757,-0.343,-10.559,20.264,-22.339
0.703,-0.699,-0.307,-5.859,18.311,-23.560
0.716,-0.706,-0.299,7.385,19.836,-33.325
0.739,-0.716,-0.254,11.353,19.775,-34.607
0.736,-0.713,-0.226,12.939,19.592,-33.569
0.725,-0.708,-0.216,10.925,18.433,-27.039
0.663,-0.657,-0.232,7.568,14.221,-21.118
0.634,-0.618,-0.229,-1.953,-1.343,-8.850
0.630,-0.566,-0.179,-5.005,-8.728,-4.822
0.650,-0.550,-0.147,-2.380,-14.404,-3.357
0.684,-0.553,-0.114,1.160,-12.451,-5.920
0.681,-0.577,-0.132,5.554,-8.057,-10.010
0.676,-0.617,-0.170,12.512,-0.183,-15.198
0.706,-0.684,-0.247,12.817,0.366,-13.000
0.720,-0.665,-0.295,3.662,-3.052,-7.385
0.737,-0.652,-0.362,-3.845,-9.277,-7.507
0.780,-0.684,-0.324,-3.113,-23.499,-7.324
0.873,-0.706,-0.197,2.380,-25.513,-4.456
0.880,-0.692,-0.170,6.226,-23.560,-1.526
0.861,-0.684,-0.176,7.202,-16.724,-0.793
0.814,-0.699,-0.171,6.226,-15.564,-1.770
0.797,-0.687,-0.152,3.601,-12.146,-9.766
0.754,-0.694,-0.184,3.357,-8.667,-18.250
0.747,-0.739,-0.211,9.827,-6.653,-30.945
0.749,-0.828,-0.218,12.451,-8.484,-31.372
0.743,-0.862,-0.204,11.292,-10.071,-29.053
0.736,-0.943,-0.216,5.554,-11.292,-25.208
0.761,-0.999,-0.230,5.127,-12.207,-26.306
0.817,-1.060,-0.229,5.371,-16.113,-27.344
0.983,-1.169,-0.157,5.066,-18.921,-23.010
1.062,-1.206,-0.073,1.587,-27.283,-4.822
1.176,-1.262,0.086,-1.526,-29.602,4.333
1.209,-1.308,0.119,-3.906,-27.039,11.475
1.205,-1.350,0.090,5.127,-4.639,14.404
1.079,-1.333,-0.181,17.761,9.766,7.812
1.014,-1.314,-0.373,32.593,7.812,0.427
1.066,-1.262,-0.507,27.588,-19.287,10.132
1.166,-1.188,-0.344,-0.610,-93.323,34.790
1.249,-0.902,0.193,-15.076,-111.572,39.246
1.093,-0.658,0.339,-23.010,-109.192,35.828
0.824,-0.402,0.371,-2.441,-71.533,0.610
0.268,-0.070,0.208,20.813,-51.208,-23.743
0.126,0.061,0.172,68.848,-35.645,-53.101
0.042,0.234,0.010,69.275,-38.513,-58.044
0.041,0.178,-0.120,29.785,-67.200,-50.354
0.146,-0.041,-0.228,18.188,-79.285,-48.035
0.237,-0.144,-0.204,15.381,-79.407,-52.246
0.318,-0.214,-0.162,16.968,-45.471,-67.261
0.296,-0.190,-0.141,15.930,-21.667,-69.519
0.207,-0.128,-0.207,6.958,2.319,-61.523
0.090,-0.068,-0.293,10.742,-0.977,-57.312
0.062,-0.060,-0.293,22.705,-9.644,-54.871
0.086,-0.138,-0.230,45.959,-38.940,-54.260
0.182,-0.246,-0.137,47.363,-56.335,-51.147
0.345,-0.413,-0.010,38.513,-72.754,-30.029
0.726,-0.716,0.190,34.790,-68.359,-9.216
0.770,-0.731,0.179,29.114,-49.500,37.109
0.647,-0.724,0.069,30.396,-41.565,44.922
0.595,-0.802,0.045,36.194,-36.804,41.260
0.586,-0.882,0.066,49.194,-34.058,29.480
0.571,-0.927,0.102,48.035,-30.334,24.048
0.527,-0.933,0.068,32.471,-20.508,3.906
0.521,-0.988,0.062,21.179,-18.738,-6.714
0.572,-1.009,0.115,-7.568,-12.451,-18.982
0.637,-0.987,0.189,-20.752,-1.221,-23.254
0.639,-1.004,0.168,-27.039,14.465,-29.968
0.653,-1.102,0.127,-28.198,36.011,-41.565
0.797,-1.469,0.039,-34.485,35.583,-37.292
0.893,-1.612,0.039,-51.880,30.701,-13.916
0.941,-1.680,0.038,-55.420,39.429,-6.104
0.830,-1.671,-0.032,-55.908,57.861,-7.324
0.671,-1.684,-0.124,-52.551,90.210,-18.921
0.520,-1.749,-0.234,-51.025,82.825,-16.724
0.594,-1.764,-0.176,-51.941,28.442,-0.244
0.843,-1.663,0.007,-52.124,5.432,3.601
0.920,-1.585,0.063,-45.532,-6.042,-14.954
0.889,-1.453,0.087,-38.086,2.930,-31.677
0.785,-1.376,0.043,-26.733,18.250,-48.340
0.575,-2.203,-0.108,20.508,11.841,81.177
0.555,-2.187,-0.094,13.977,13.428,94.971
0.391,-2.001,-0.100,14.465,16.541,85.388
0.317,-1.908,-0.112,15.869,17.761,70.618
0.254,-1.829,-0.128,20.874,9.094,47.974
0.105,-1.611,-0.120,24.658,-1.892,45.227
0.040,-1.427,-0.048,26.917,-31.006,51.453
0.080,-1.005,0.183,23.315,-39.307,47.974
0.112,-0.837,0.234,21.484,-34.180,11.536
0.064,-0.583,0.147,26.428,-28.564,-15.015
0.046,-0.516,0.104,30.212,-25.879,-40.344
0.060,-0.476,0.075,31.067,-21.545,-67.566
0.099,-0.414,0.031,31.982,-18.677,-64.758
0.084,-0.330,0.028,30.029,-14.648,-38.574
-0.032,-0.119,0.073,26.184,-14.343,-24.841
-0.113,-0.028,0.078,18.372,-14.038,-11.658
-0.267,0.121,0.003,-5.798,-14.709,5.737
-0.280,0.140,-0.009,-13.855,-16.296,3.662
-0.237,0.109,0.010,-23.926,-9.949,-7.812
-0.080,-0.096,0.029,-26.917,-1.221,-11.719
0.001,-0.222,0.052,-29.175,8.179,-0.244
0.121,-0.311,0.185,-28.198,7.996,14.771
0.169,-0.316,0.221,-28.992,10.437,27.649
0.229,-0.391,0.195,-47.424,24.109,30.518
0.386,-0.754,0.019,-60.181,25.940,28.198
0.478,-0.925,-0.053,-66.345,19.775,28.381
0.600,-1.138,-0.083,-57.068,19.653,26.794
0.671,-1.177,0.028,-31.006,32.776,38.086
0.810,-1.267,0.141,-23.254,46.753,48.584
0.839,-1.304,0.088,-19.775,58.777,58.289
0.832,-1.306,0.005,-14.893,66.223,62.683
0.737,-1.197,-0.124,-7.324,65.613,53.040
0.714,-1.188,-0.152,12.695,60.425,19.653
0.762,-1.333,-0.143,15.747,52.612,11.963
0.797,-1.347,-0.092,12.146,39.490,17.517
0.837,-1.296,-0.025,-0.305,12.451,39.734
0.870,-1.136,0.046,-2.502,10.132,36.926
0.853,-1.124,-0.004,19.348,31.494,-1.099
0.773,-1.245,-0.248,40.588,44.250,-17.273
0.712,-1.306,-0.407,75.623,34.302,-10.376
0.663,-1.340,-0.516,73.486,2.930,10.254
0.714,-1.316,-0.358,54.260,-36.255,29.724
0.820,-1.299,-0.105,-0.061,-73.242,32.043
1.000,-1.279,0.333,-16.113,-55.725,16.968
0.926,-1.276,0.313,-11.230,14.526,-19.714
0.503,-1.460,-0.327,1.648,35.034,-26.917
0.317,-1.526,-0.624,13.733,25.574,-13.855
0.203,-1.414,-0.689,10.803,-62.500,63.110
0.110,-0.775,-0.358,-3.357,-101.929,92.712
0.069,-0.472,-0.209,-30.212,-121.094,83.069
0.032,-0.207,-0.084,-35.706,-110.291,51.819
0.072,-0.224,-0.047,-34.180,-83.008,-8.850
0.228,-0.383,0.025,-30.701,-71.350,-23.499
0.297,-0.436,0.064,-27.039,-59.448,-25.696
0.321,-0.394,0.097,-21.423,-30.884,-13.367
0.261,-0.354,0.016,-23.437,-15.625,-12.390
0.198,-0.349,-0.096,-23.743,2.808,-30.029
0.170,-0.432,-0.212,-16.052,4.883,-39.490
0.192,-0.486,-0.199,1.648,2.808,-37.231
0.369,-0.629,-0.050,6.165,2.502,-26.306
0.474,-0.697,0.029,8.606,6.958,-11.658
0.513,-0.714,0.047,13.062,26.367,24.658
0.401,-0.573,-0.058,15.198,30.518,41.321
0.365,-0.502,-0.082,21.057,19.165,54.016
0.450,-0.665,0.004,23.193,12.634,49.805
0.523,-0.887,0.023,24.963,10.437,51.086
0.556,-1.066,-0.059,26.062,10.376,66.589
0.516,-1.067,-0.408,29.968,3.296,84.717
0.571,-1.004,-0.470,39.001,-30.457,93.262
0.818,-0.953,-0.255,33.875,-43.274,80.811
0.953,-1.021,-0.090,11.108,-46.265,46.265
1.080,-1.188,0.061,2.930,-39.185,36.804
1.029,-1.175,0.018,1.648,-30.945,33.081
0.931,-1.122,-0.089,16.846,-25.085,32.410
0.757,-0.995,-0.290,26.672,-32.043,35.522
0.727,-0.875,-0.262,43.945,-53.711,38.940
0.731,-0.590,-0.040,45.837,-57.861,32.593
0.746,-0.498,0.075,39.551,-55.786,22.156
0.739,-0.492,0.170,14.221,-33.142,-3.479
0.673,-0.559,0.061,7.996,-13.672,-16.846
0.592,-0.628,-0.108,20.813,14.709,-28.687
0.521,-0.648,-0.289,31.128,12.878,-20.691
0.524,-0.602,-0.268,30.579,-11.414,16.296
0.554,-0.476,-0.147,21.301,-22.339,33.203
0.580,-0.435,-0.085,11.841,-26.489,40.405
0.588,-0.416,-0.050,2.380,-10.620,24.719
0.496,-0.413,-0.155,1.953,1.465,10.315
0.464,-0.478,-0.246,5.066,7.019,-9.155
0.534,-0.653,-0.277,6.409,-0.061,-9.033
